"Name","Phone","Email","Website","Address","Instagram","Facebook","Twitter","Linkedin","Yelp","Youtube","PlaceID","CID","Category","ReviewCount","AverageRating","Latitude","Longitude","1_Monday","2_Tuesday","3_Wednesday","4_Thursday","5_Friday","6_Saturday","7_Sunday"
"Krishna Saree","098981 16901","","https://krishna-saree.grexa.site/","shop no.621 , Vankar,Textile Market,Ring Rd, Jay Laxmi Market, Moti Begumwadi, New Textile Market,Surat, Gujarat 395002","","","","","","","ChIJHRv8OJ5P4DsRjlCvmBv_sQs","842735099285819534","Saree Shop;Clothing store;Clothing wholesaler;Dress store","10","5","21.193573999999998","72.8402006","9 am–8:30 pm","9 am–8:30 pm","9 am–8:30 pm","9 am–8:30 pm","9 am–8:30 pm","9 am–8:30 pm","Closed"
"Laxmi Fashion - Wholesale Sarees From Surat","075676 42416","","","UG-19,ASIAN MARKET,Ring Rd, Maan Darwaja, Rustampura,Surat, Gujarat 395002","","","","","","","ChIJE_eppLJP4DsR5qh6IzcZsG4","7975902664682285286","Clothing wholesaler;Wholesaler","7","4.9","21.1836806","72.83153999999999","10 am–9 pm","10 am–9 pm","10 am–9 pm","10 am–9 pm","10 am–9 pm","10 am–9 pm","Closed"
"Satvachan Sarees","098256 41185","","","3rd Floor Lift No.13,B-5122,14, Textile Market Ring Rd, Raghukul Textile Market, New Textile Market,Surat, Gujarat 395002","","","","","","","ChIJs0nKyq5P4DsRP8xExtZjCEI","4758162780417477695","Clothing store","26","4.5","21.189160299999998","72.84500659999999","","","","","","",""
"A-One Sarees","090993 00095","","","Aone sarees,sarees,A-27, Bombay Market-Punagam Rd, Bombay Market, Umarwada,Surat, Gujarat 395010","","","","","","","ChIJq6qqaqtP4DsRPzBwJ4c8gq8","-5800006818919862209","Clothing store","14","4.9","21.1986271","72.8494298","9 am–10 pm","9 am–10 pm","9 am–10 pm","9 am–10 pm","9 am–10 pm","9 am–10 pm","Closed"
"SHUBHMANGAL","093164 67677","contact@shubhmangalethnic.com","https://www.shubhmangalethnic.com/","1831 &1832, RAJ MARG,Lal Gate, Gopipura,Surat, Gujarat 395003","https://www.instagram.com/shubhmangal_creation_","https://www.facebook.com/shubhmangalsurat","","","","https://www.youtube.com/@shubhmangal6939","ChIJN0l-esRP4DsRbukZeWv8c3I","8247212881168951662","Youth clothing store","222","4.8","21.1985322","72.8273219","10 am–9 pm","10 am–9 pm","10 am–9 pm","10 am–9 pm","10 am–9 pm","10 am–9 pm","10 am–9 pm"
"SUHAGPARI SAREE","","","","2nd Floor,D-4433/34,2, opp. Millennium Textile Market, Raghukul Textile Market,Surat, Gujarat 395002","","","","","","","ChIJvbH-kMlP4DsR9ZQ6zZbixns","8919065249369986293","Clothing manufacturer","34","5","21.1880834","72.8400925","10 am–7:30 pm","10 am–7:30 pm","10 am–7:30 pm","10 am–7:30 pm","10 am–7:30 pm","10 am–7:30 pm","Closed"
"Paris Sarees","090163 81681","","","Balaji Road,opposite Old Saibaba Temple Street,Chauta Pul, Gopipura,Surat, Gujarat 395003","","","","","","","ChIJywrepWNO4DsRm-RbCfyTTc0","-3653101012029545317","Clothing store","35","3.7","21.198082199999998","72.8253213","10:30 am–8:30 pm","10:30 am–8:30 pm","10:30 am–8:30 pm","10:30 am–8:30 pm","10:30 am–8:30 pm","10:30 am–8:30 pm","10:30 am–7 pm"
"Heer Fashion","093289 33249","support@heerfashion.com","http://www.heerfashion.com/","Karada Hills,Shahid Bhagat Singh Ved - Variav Brg,Narayan Munidev Society, Katargam,Surat, Gujarat 395004","https://www.instagram.com/heers_fashion","https://www.facebook.com/HeersFashion","","","","https://www.youtube.com/@HeerFashion,https://www.youtube.com/heerfashion","ChIJdSGmwFlP4DsRhaTD0Vzsfuo","-1549541338368465787","Clothing wholesaler;Clothing wholesale market place;E-commerce service;Manufacturer","4918","4.2","21.2473729","72.82011279999999","9 am–7 pm","9 am–7 pm","9 am–7 pm","9 am–7 pm","9 am–7 pm","9 am–7 pm","10 am–6 pm"
"Mayur House","0261 232 0840","info@mayursaree.com,mayursaree@gmail.com","https://www.mayursaree.com/about-us.php","Mayur house,Ring Rd,opp. millennium, nr. Vishal House, Kamela Darwaja, New Textile Market,Surat, Gujarat 395002","","","","","","","ChIJIyE5BU5O4DsR76iu86qyQs0","-3656163500168926993","Clothing store;Clothing manufacturer;Clothing wholesale market place;Clothing wholesaler;Supplier;Manufacturer;Saree Shop;Wholesaler;Women's clothing store","25","4.6","21.1872196","72.843119","9:30 am–8 pm","9:30 am–8 pm","9:30 am–8 pm","9:30 am–8 pm","9:30 am–8 pm","9:30 am–8 pm","Closed"
"Kashvi Sarees","098980 28881","","http://www.kashvisarees.com/","Shop no. Z-1201, Surat Textile Market, Ring Road,Surat, Gujarat 395003","","","","","","","ChIJS7BkxVBO4DsR-BDxlEscnEU","5015915195930841336","Women's clothing store","39","4.4","21.194516","72.84181099999999","9 am–7 pm","9 am–7 pm","9 am–7 pm","9 am–7 pm","9 am–7 pm","9 am–7 pm","9 am–7 pm"
"Kitta Trendz","097274 35822","","https://tvelodesigner.com/kitta-trendz-india/","Shop no-420-25,Raghuvir platinum,Saroli,Surat, Gujarat 395010","","","","","","","ChIJx5OOzsBP4DsRjXgh9QKuIfI","-999326314573760371","Clothing manufacturer;Clothing supplier;Clothing wholesaler","22","4.7","21.1895287","72.8952817","10:30 am–9 pm","10:30 am–9 pm","10:30 am–9 pm","10:30 am–9 pm","10:30 am–9 pm","10:30 am–9 pm","Closed"
"Ankita Print (Krishna Aarohi & Keshav Leela) - Saree Manufacturer in Surat","095100 10211","contact@ankitaprint.com","https://ankitaprint.com/","First floor, Lift Number 10,C-3290, Ring Rd,Raghukul Textile Market, New Textile Market,Surat, Gujarat 395002","https://www.instagram.com/ankitaprint","https://www.facebook.com/ankitaprintsurat","","","","","ChIJ_5oXbUVO4DsR6X1s4-5GwMU","-4197276860877603351","Saree Shop;Manufacturer","7","5","21.185922899999998","72.8458747","11 am–8 pm","11 am–8 pm","11 am–8 pm","11 am–8 pm","11 am–8 pm","11 am–8 pm","Closed"
"Laxmikala Sarees","098251 48016","","","C-109 & 110, Ring Rd,New TT Market, Moti Begumwadi, New Textile Market,Surat, Gujarat 395003","","","","","","","ChIJS-Rzk3NP4DsRcFOXbao0sY8","-8092629148820352144","Clothing store","17","5","21.1924895","72.8447188","10:30 am–8 pm","10:30 am–8 pm","10:30 am–8 pm","10:30 am–8 pm","10:30 am–8 pm","10:30 am–8 pm","Closed"
"Talreja Saree","093774 04494","","","C -3077-78, Millennium Textile Market,Ring Rd,Sahara Darwaja, New Textile Market,Surat, Gujarat 395002","","","","","","","ChIJY_rY7k9O4DsRoE_OPBNu9A0","1005549645714050976","Clothing store;Boutique;Clothing manufacturer;Clothing wholesaler;Designer Clothing Store;Fabric store;Fabric wholesaler;Saree Shop;Silk store;Wholesaler","18","5","21.188537","72.84096629999999","11 am–8:30 pm","11 am–8:30 pm","11 am–8:30 pm","11 am–8:30 pm","11 am–8:30 pm","11 am–8:30 pm","Closed"
"Surat Wholesale Shop","076229 68934","suratwholesaleshop@gmail.com","https://www.suratwholesaleshop.com/","Cp-2 Shree Kuberji Textile Park,2,Surat, Gujarat 395002","","https://www.facebook.com/suratwholesaleshop","https://twitter.com/wholesalesurat,https://twitter.com/#!/wholesalesurat","https://in.linkedin.com/company/kesari-exports-pvt-ltd-","","https://www.youtube.com/channel/UCQPfYKegwDO5ge81_OaAkIA","ChIJQ_6F3PZP4DsRvHsADpH9mvc","-604892400480912452","Clothing store;Clothes and fabric manufacturer;Clothes and fabric wholesaler;Clothing manufacturer;Clothing supplier;Clothing wholesaler;Silk store;Wholesaler","47","4.7","21.1840586","72.8470119","9 am–7 pm","9 am–7 pm","9 am–7 pm","9 am–7 pm","9 am–7 pm","9 am–7 pm","Closed"
"Tana Bana","093605 45859","","http://2thetaanabaana.com/","Shop No G-61, Tana Bana,Rajhans Imperia,Ring Rd, near Metro Tower, Maan Darwaja, New Textile Market,Surat, Gujarat 395002","https://www.instagram.com/mdsaddam3266,https://www.instagram.com/mdSaddam3266","https://www.facebook.com/MdsaddamHussain","","","","https://www.youtube.com/@MDSaddamHussain","ChIJtTXr43JP4DsR8oEvOyx8q3U","8479007252868465138","Saree Shop","3","3.7","21.1858905","72.83617749999999","10 am–8 pm","10 am–8 pm","10 am–8 pm","10 am–8 pm","10 am–8 pm","10 am–8 pm","Closed"
"Charchita Designer Sarees","094089 90045","","","F 3283/84, 1st floor,Ring Rd,Millennium Textile Market, Moti Begumwadi, New Textile Market,Surat, Gujarat 395002","","","","","","","ChIJ3zI8fHxP4DsRMMPPb9Z6T_g","-554089167725804752","Saree Shop","46","5","21.1881256","72.8416026","10:30 am–9:30 pm","10:30 am–9:30 pm","10:30 am–9:30 pm","10:30 am–9:30 pm","10:30 am–9:30 pm","10:30 am–9:30 pm","Closed"
"A One Sarees & Garments","099255 33550","","","Shreeji Chambers,9/1652, Balaji Rd,near Bhagwandas & Company Family Shop, Chauta Pul, Gopipura,Surat, Gujarat 395003","","","","","","","ChIJqdE_34lO4DsRsfpWOAHy-kM","4898493631772949169","Women's clothing store","16","4.3","21.1985665","72.8263564","10 am–9 pm","10 am–9 pm","10 am–9 pm","10 am–9 pm","10 am–9 pm","11 am–7 pm","10 am–9 pm"
"SHRI SAREES Shyam jyoti fashion hub","070691 34021","","https://www.instagram.com/shyam_jyoti_fashion_hub?igsh=MTN3ZmI1OGdrdHBj","Shop no,717, Ring Rd,Millennium Textile Market, Market2, New Textile Market,Surat, Gujarat 395002","https://www.instagram.com/rsrc.php","","","","","","ChIJh62NpVxP4DsRCqHyxKjJNjU","3834473859448480010","Saree Shop;Clothing store","23","5","21.1889271","72.84061849999999","9 am–8 pm","9 am–8 pm","9 am–8 pm","9 am–8 pm","9 am–8 pm","9 am–8 pm","Closed"
"ETHNIC EXPORT","098257 59366","sales@ethnicexport.com","https://ethnicexport.com/","Avadh Textile market,8034,opp. Bus Stand, near Shahara Darwaja,Surat, Gujarat 395010","https://www.instagram.com/EthnicExport,https://www.instagram.com/kynoor_wholesale","https://www.facebook.com/ethnicexport,https://www.facebook.com/Kynoorwholesale","https://twitter.com/KynoorWholesale","https://www.linkedin.com/in/kynoor-wholesale-b40621178","","https://www.youtube.com/channel/UCxT71hqKSJNahoGvFpD8WmA","ChIJC2_XFFFO4DsReblovbGV65A","-8004139322101417607","Exporter","112","4.7","21.193202","72.8503709","11 am–8 pm","11 am–8 pm","11 am–8 pm","11 am–8 pm","11 am–8 pm","11 am–8 pm","Closed"
"MAHARANI SAREES Surat","098335 92259","","","Shop no 7,Rajhans Olympia mall,Bhatar Rd,Surat, Gujarat 395001","","","","","","","ChIJRWCl6U9O4DsRp4N29cxKcdQ","-3138645221148556377","Clothing store","3","3.7","21.171936499999997","72.8167284","11 am–9 pm","11 am–9 pm","11 am–9 pm","11 am–9 pm","11 am–9 pm","11 am–9 pm","11 am–7 pm"
"Chechani Sarees","098980 70840","chechanisaree@gmail.com","https://justyellowpage.com/56709-CHECHANI-SAREES-PVT-LTD","1st Floor, Krishna Textile Market,Salasar Gate,2009, Ring Rd, near JJ AC Market, Abhinandan Textile Market, Moti Begumwadi, New Textile Market,Surat, Gujarat 395002","https://www.instagram.com/chechanisareespvt","https://www.facebook.com/sharer,https://www.facebook.com/sharer/sharer.php?u=/56709-CHECHANI-SAREES-PVT-LTD&amp;src=sdkpreparse","https://twitter.com/share?text=Just%20Yellow%20Page%20&url=Click%20this%20link:%20https://www.justyellowpage.com/56709-CHECHANI-SAREES-PVT-LTD","","","","ChIJD5xpjlFO4DsR4B4s17lVdfA","-1119894675664396576","Wholesaler","18","4.7","21.1916551","72.84296069999999","10 am–8:30 pm","10 am–8:30 pm","10 am–8:30 pm","10 am–8:30 pm","10 am–8:30 pm","10 am–8:30 pm","Closed"
"Sneha Online Collection (SOC) - Surat's No.1 Saree Exporter, Kurti Exporter | Reseller welcome","070033 00673","","","Sahara Darwaja Ring Rd,J.J. Market, Moti Begumwadi, New Textile Market,Surat, Gujarat 395002","","","","","","","ChIJiR83cgF99jkRmKlaYb_QlvI","-966355549633730152","Clothing supplier","116","4.6","21.1903853","72.8420711","9 am–5 pm","9 am–5 pm","9 am–5 pm","9 am–5 pm","9 am–5 pm","9 am–5 pm","Closed"
"Lalaji Saree House","070967 45211","","","Sashi kaant house,ke niche, Ring Rd,near centeral bank, Jariwala Compound, New Textile Market,Surat, Gujarat 395002","","","","","","","ChIJ4R_rU95P4DsRhrmDKoG3BWk","7567656514257926534","Clothing store","30","3.4","21.178260599999998","72.82715329999999","Open 24 hours","8:30 am–9 pm","8 am–8 pm","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours"
"SURAT SAREES","092652 83321","suratsareesw@gmail.com","http://suratsarees.in/","B 529 Avadh,Textile Market,Ring Rd, Umarwada,Surat, Gujarat 395010","","","","","","","ChIJtR4YPHFP4DsR7PoBaTdEe7c","-5225507937857701140","Saree Shop","4","4","21.1937042","72.8499921","11 am–7 pm","11 am–7 pm","11 am–7 pm","11 am–7 pm","11 am–7 pm","11 am–7 pm","Closed"
"Brahmani Sarees","","","","S-5/6, Ring Rd,J.J.A.C. Market, Moti Begumwadi, New Textile Market,Surat, Gujarat 395002","","","","","","","ChIJdW1M-b1P4DsRWSULCGsdsBI","1346608634117432665","Clothing store","16","4.3","21.190790999999997","72.84234479999999","10 am–9 pm","10 am–9 pm","10 am–9 pm","10 am–9 pm","10 am–9 pm","10 am–9 pm","Closed"
"Lajree Designer®","087803 07216","support@lajreedesigner.com","https://lajreedesigner.com/","4018, International Fashion Market,nr. Punagam,Surat, Gujarat 395011","https://www.instagram.com/lajreedesigner","https://www.facebook.com/LajreeDesigners","https://x.com/lajreedesigner","","","https://www.youtube.com/@Lajree-designer,https://www.youtube.com/watch?v=FRSw3scKFyI&t","ChIJPw5geYlP4DsRIkFpqFQ8vbA","-5711342418135531230","Designer Clothing Store","771","4","21.1996285","72.8680758","10 am–6 pm","10 am–6 pm","10 am–6 pm","10 am–6 pm","10 am–6 pm","10 am–6 pm","Closed"
"Maya Saree Surat","093745 48731","","https://mayasaree.shop/","2052,2053,TT TOWER,Ring Rd, Maan Darwaja, Aman Nagar,Surat, Gujarat 395002","","","","","","","ChIJdUMinCJP4DsRzr1bsecwlv4","-101840169898099250","Clothing wholesale market place","6","5","21.1834927","72.8308584","11 am–10 pm","11 am–10 pm","11 am–10 pm","11 am–10 pm","11 am–10 pm","11 am–10 pm","Closed"
"Mantra Saree","","","","K - 2577,78, Millenium,Textile Market Ring Rd, Millennium Textile Market, Moti Begumwadi, New Textile Market,Surat, Gujarat 395002","","","","","","","ChIJxR7Rh8RP4DsRSVe9wiBPYFM","6007888905036977993","Saree Shop","14","5","21.187672199999998","72.8422777","10:30 am–9 pm","10:30 am–9 pm","10:30 am–9 pm","10:30 am–9 pm","10:30 am–9 pm","10:30 am–9 pm","Closed"
"Fuljadi Saree Surat","","","","A 60,near aspas mandir devdhroad,Man Sarovar Society, Godadara,Surat, Devadh, Gujarat 395012","","","","","","","ChIJs9MGsqNP4DsRr846fr0fL0o","5345526181439131311","Clothing manufacturer","","","21.1635138","72.88408319999999","9 am–12 am","12–6 am, 9 am–12 am","12–6 am, 9 am–9 pm","9 am–6 pm","9 am–6 pm","9 am–6:30 pm","Closed"
"Vivanta Fashion Fab","094085 19701","","","534-35, Ring Rd,Abhinandan Textile Market, Moti Begumwadi, New Textile Market,Surat, Gujarat 395002","","","","","","","ChIJjxHSeWZP4DsRCjNYyURYLYk","","Clothing manufacturer","31","4.9","21.190447799999998","72.8431655","10 am–9 pm","10 am–9 pm","10 am–9 pm","10 am–9 pm","10 am–9 pm","10 am–9 pm","Closed"
"Navdurgaa Saree Private Limited","093289 13282","","","A-1/104,B-1/114,Regent Textile Market,Kamela,Darwaja,Ring Road,near Kohinoor Textile Market,Surat, Gujarat 395003","","","","","","","ChIJbULuRkVO4DsRdbgwwwJBD7w","-4895622789807949707","Clothing manufacturer;Clothing supplier;Wholesaler","3","3.3","21.188295699999998","72.8383707","9:30 am–8 pm","9:30 am–8 pm","9:30 am–8 pm","9:30 am–8 pm","9:30 am–8 pm","9:30 am–8 pm","Closed"
"Dhanlaxmi Saree","","","","3rd floor,3008,Sai Asharam Market,Gujarat 395003","","","","","","","ChIJ6XLFIE5O4DsRf2smzcKGPYo","-8485477951672521857","Clothing store","9","3.2","21.191945999999998","72.84167339999999","11 am–8 pm","11 am–8 pm","11 am–8 pm","11 am–8 pm","11 am–8 pm","11 am–8 pm","Closed"
"Ganesh Sarees [Cotton Sarees]","096876 69610","","http://patodia.co.in/","350, Ground Floor,Abhishek Market, New Textile Market,Surat, Gujarat 395002","","","","","","","ChIJe_DLEE5O4DsRYXFsPjwyvCA","2358815539162018145","Clothing manufacturer;Clothes market;Clothing supplier;Clothing wholesale market place;Cotton Supplier;Saree Shop","6","4.8","21.188889","72.844529","10:30 am–8 pm","10:30 am–8 pm","10:30 am–8 pm","10:30 am–8 pm","10:30 am–8 pm","10:30 am–8 pm","Closed"
"Surat Saree Factory","063589 07205","","https://www.ajmerafashion.com/","Surana 101 Tower,7001, Sahara Darwaja Ring Rd,Sahara Darwaja, New Textile Market,Surat, Gujarat 395003","https://www.instagram.com/ajmerafashion","https://www.facebook.com/ajmerafashionofficial","","https://in.linkedin.com/company/ajmerafashionofficial","","https://www.youtube.com/watch?v=fjlA50u1zWU,https://www.youtube.com/watch?v=4fnV8QgXeoc,https://www.youtube.com/watch?v=NJHcbmXWdBU,https://www.youtube.com/c/AjmeraFashionSyntheticSareeManufacturer,https://www.youtube.com/@ajmerafashionsurat","ChIJOTuvkHhP4DsREDwQMe0LcQc","536222943992101904","Clothing store","2","3.5","21.1955512","72.8440277","9 am–9 pm","9 am–9 pm","9 am–9 pm","9 am–9 pm","9 am–9 pm","9 am–9 pm","9 am–9 pm"
"Shree Devangna Sarees","","","","SHOP-A-1020,shop no-6115 to 6124 Millennium textile market-4 bhatena,1022, Ring Rd, Raghukul Textile Market, Udhana,Surat, Gujarat 395002","","","","","","","ChIJ4wBdTGRP4DsRXi6SzpebvnM","8340274636244790878","Clothing store","5","4.2","21.1830532","72.8395816","10:30 am–9:30 pm","10:30 am–9:30 pm","10:30 am–9:30 pm","10:30 am–9:30 pm","10:30 am–9:30 pm","10:30 am–9:30 pm","Closed"
"JALAN SAREES SURAT","094261 34391","","","ground floor, shop no,E-1322, Textile Market Ring Rd,Abhishek Market, New Textile Market,Surat, Gujarat 395002","","","","","","","ChIJkbvhVIdP4DsRNYUIea8PSFw","6649582096136832309","Manufacturer","5","5","21.189160299999998","72.84500659999999","9:30 am–9 pm","9:30 am–9 pm","9:30 am–9 pm","9:30 am–9 pm","9:30 am–9 pm","9:30 am–9 pm","Closed"
"Sagun Sarees","","","","15 Basement, Abhishek Market, Ring Road,Abhishek Market,Surat, Gujarat 395003","","","","","","","ChIJHcepOlFO4DsRr3U5pHySGAc","511319621735380399","Women's clothing store","31","4.5","21.1913321","72.8425864","","","","","","",""
"Namami Designer | Saree Manufacturer In Surat","093276 39974","","https://www.facebook.com/namamidesigner/","J-2534-37, Ring Rd,Millennium Textile Market, Moti Begumwadi, New Textile Market,Surat, Gujarat 395002","","","","","","","ChIJtekC6SdP4DsRMnPf1wZRRdA","-3439253650594106574","Clothing manufacturer;Clothing wholesaler;Saree Shop;Textile Exporter","52","4.9","21.1875546","72.8425358","10 am–9 pm","10 am–9 pm","10 am–9 pm","10 am–9 pm","10 am–9 pm","10 am–9 pm","Closed"
"Namo Narayani Sarees and Narayani sarees","","","","4553 Millenium,J-4550, Textile Market Ring Rd,Millennium Textile Market, Moti Begumwadi, New Textile Market,Surat, Gujarat 395002","","","","","","","ChIJ4ScI6U9O4DsRT6cDPgmQX2I","7088542707873982287","Clothing store","9","4.4","21.188281699999997","72.8414851","11 am–9 pm","11 am–9 pm","11 am–9 pm","11 am–9 pm","11 am–9 pm","11 am–9 pm","Closed"
"Manya Sarees","088660 31389","","","Z-2190,Ring Rd,Surat Textile Market, New Textile Market,Surat, Gujarat 395002","","","","","","","ChIJUYOj11FO4DsR9EYvdmc1eks","5438718218484008692","Manufacturer;Digital printing service;Saree Shop","6","4.2","21.1899315","72.8430959","11 am–8 pm","11 am–8 pm","11 am–8 pm","11 am–8 pm","11 am–8 pm","11 am–8 pm","Closed"
"Niharika Creations","087805 47095","","","Shop no.- J-26,Bombay Market, Umarwada,Surat, Gujarat 395010","","","","","","","ChIJ0y_oQVFO4DsR726ZtUzSDrI","-5616320458378350865","Clothing store","41","4.6","21.198742","72.85080599999999","9 am–8:30 pm","9 am–8:30 pm","9 am–8:30 pm","9 am–8:30 pm","9 am–8:30 pm","9 am–8:30 pm","9 am–8 pm"
"American Sarees","092226 66789","","","Surat Textile Market, Moti Begumwadi, New Textile Market,Surat, Gujarat 395002","","","","","","","ChIJZSxXMB5P4DsRSfiO0OgI750","-7066419494296553399","Saree Shop","4","4.3","21.189300799999998","72.8413597","9:30 am–9 pm","9:30 am–9 pm","9:30 am–9 pm","9:30 am–9 pm","9:30 am–9 pm","9:30 am–9 pm","Closed"
"Maa Jagdamba Saree","098792 15603","","","Ug-13,Shree Kuber ji plaza,Moti Begumwadi, New Textile Market,Surat, Gujarat 395003","","","","","","","ChIJaQKgHzBP4DsRnF9e41c5yrA","-5707686528099131492","Clothing store","17","4.2","21.1910635","72.8403838","10:30 am–10 pm","10:30 am–10 pm","10:30 am–10 pm","10:30 am–10 pm","10:30 am–10 pm","10:30 am–10 pm","Closed"
"Salasar saree centre","","","","2041, Ring Rd,Sai Asharam Market, Moti Begumwadi, New Textile Market,Surat, Gujarat 395003","","","","","","","ChIJ9ZZUwC5P4DsRxFQqKrvUgXI","8251109892650849476","Manufacturer","6","4.3","21.1920884","72.8418071","9 am–8 pm","9 am–8 pm","9 am–8 pm","9 am–8 pm","9 am–8 pm","9 am–8:30 pm","Closed"
"Samarpan saree","095867 86721","","","Sahara Darwaja Ring Rd,Sahara Darwaja, New Textile Market,Surat, Gujarat 395003","","","","","","","ChIJTzbNOMNP4DsRWi4BwwE4blY","6227976914917731930","Clothing store","7","4.4","21.1957438","72.8439229","10 am–9 pm","10 am–9 pm","10 am–9 pm","10 am–9 pm","10 am–9 pm","10 am–9 pm","Closed"
"Amrah Wholesale","063560 13117","support@amrahwholesale.com","https://www.amrahwholesale.com/","Ground Floor,Q/1246-47, Ring Rd,Surat Textile Market, Moti Begumwadi, New Textile Market,Surat, Gujarat 395002","https://www.instagram.com/amrah.wholesale,https://www.instagram.com/amrahwholesale","https://www.facebook.com/people,https://www.facebook.com/share,https://www.facebook.com/share/1BogyBXAn1","https://x.com/Amrahwholesale","","","https://youtube.com/@amrahwholesale","ChIJJTjHo35P4DsRj4ZvYzzo4io","3090287640393516687","Textile Exporter;Clothes and fabric wholesaler;Clothing wholesaler;Exporter;Fabric store;Fabric wholesaler;Import export company;Wholesaler","15","5","21.1903087","72.8420615","9 am–9 pm","9 am–9 pm","9 am–9 pm","9 am–9 pm","9 am–9 pm","9 am–9 pm","Closed"
"Annie's Creation by Roshni","070699 73557","","http://www.anniescration.com/","10/968, Pathshala street,Amliran, wadifaliya,Surat, Gujarat 395003","","","","","","","ChIJ-W8JvPdP4DsR5_e7QvovixQ","1480329654429284327","Saree Shop","40","4.8","21.1937264","72.8279577","4–8:30 am, 4–9 pm","4–9 pm","4–9 pm","4–9 pm","4–9 pm","4–9 pm","12–9 pm"
"Royal Export","090168 68911","sales@suratifabric.com,support@royalexport.in","https://www.royalexport.in/","Rang Avdhut Society,B2,opposite mangaldeep, Matavadi, Varsha Society 1, Ambavadi, Varachha,Surat, Gujarat 395006","https://www.instagram.com/royalexport_in","https://www.facebook.com/Royal,https://www.facebook.com/suratifabric,https://www.facebook.com/royalexport.in,https://www.facebook.com/Royal%20Exportindia","https://twitter.com/suratifabric","","","https://www.youtube.com/@Royal_Export","ChIJ____b_9O4DsRR3wn7M1cozc","4009150132789935175","Wholesaler;Supplier;Exporter;Manufacturer","154","4.7","21.205449599999998","72.8542197","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Closed"
"Tribhovandas Govanbhai Jariwala","098985 30701","","","9/1651, Balaji Road,Chota Bazaar Rd,Lal Gate,Surat, Gujarat 395003","","","","","","","ChIJH1wxFmBO4DsRAAAAMNgUNjk","4122505427655065600","Clothing store","20","4.3","21.198510799999998","72.82650199999999","10 am–8 pm","10 am–8 pm","10 am–8 pm","10 am–8 pm","10 am–8 pm","10 am–8 pm","Closed"
"Amolika sarees","096386 38650","","https://www.amolikasarees.com/","G-10,Emporio textile hub,near golden point, Zampa Bazaar, Falsawadi, Begampura,Surat, Gujarat 395003","","","","","","","ChIJGxGPTflP4DsRvH1d9woXeYc","-8684885070540079684","Saree Shop;Clothing store;Clothing supplier;Clothing wholesale market place;Clothing wholesaler","1","5","21.1984204","72.8391793","9 am–9 pm","9 am–9 pm","9 am–9 pm","9 am–9 pm","9 am–9 pm","9 am–9 pm","Closed"
"Vijbhukhandas & Brothers","0261 259 8555","","","Lal Gate,Surat, Gujarat 395003","","","","","","","ChIJ1dR_JWBO4DsRoSiw9-Nin9o","-2693325320891651935","Women's clothing store;Fabric store","13","4.4","21.1988415","72.8261164","10:30 am–8 pm","10:30 am–8 pm","10:30 am–8 pm","10:30 am–8 pm","10:30 am–8 pm","10:30 am–8 pm","Closed"
"Shyam Sangini Saree","","","","5RQR+XR2,Z3170,Surat Textile Market, Moti Begumwadi, New Textile Market,Surat, Gujarat 395002","","","","","","","ChIJbVKvnLJP4DsR0zxeE5WhqNE","-3339241462048080685","Clothing store","11","3.4","21.1898895","72.84201279999999","10 am–8:30 pm","10 am–8:30 pm","10 am–8:30 pm","10 am–8:30 pm","10 am–8:30 pm","10 am–8:30 pm","Closed"
"Blue Moon Exclucive Silk Sarees","097279 74778","","","Shop No 3-4-5, Navratna,opp. Surat General Hospital,Chauta Pul, Gopipura,Surat, Gujarat 395003","","","","","","","ChIJTx3Y7CRP4DsRL8pdfJj_LSE","2390848007590234671","Clothing store","10","5","21.196918699999998","72.8253739","","","","","","",""
"HOUSE OF MAHI SAREE AND LEHENGA™","096628 60399","","","Building No 17, Gujrat,Housing Bord,📍Shop No. 1 To 3,nearby Old Bombaymarket, Umarwada,Surat, Gujarat 395010","","","","","","","ChIJWQ0WlqtP4DsRiEuRyRNj6Lk","-5050678045458740344","Saree Shop;Clothing store","6","3.7","21.1995441","72.84791009999999","10 am–9 pm","10 am–9 pm","10 am–9 pm","10 am–9 pm","10 am–9 pm","10 am–9 pm","10 am–9 pm"
